ts,event,payload_len,payload_hex
1788592494.035452,34680,12,20 66 13 43 D8 1A B6 41 13 1D CA 42
1788592494.045995,34680,12,37 6C 14 43 A0 B9 B2 41 BC 99 CB 42
1788592494.056537,34680,12,7C 0F 14 43 39 10 DF 41 08 C5 CA 42
1788592494.067329,34680,12,D9 7B 13 43 9F CF C5 41 60 71 CC 42
1788592494.078052,34680,12,A4 AC 0E 43 17 0D F9 41 08 D7 CB 42
1788592494.088588,34680,12,72 0A 10 43 7D 9F 10 42 4C 7C D4 42
1788592494.099146,34680,12,BE 6C 0E 43 89 1B 27 42 3F BA CC 42
1788592494.109697,34680,12,6B 79 09 43 60 B6 49 42 60 99 D3 42
1788592494.120215,34680,12,AF F5 02 43 90 3D 4D 42 3A 69 D7 42
1788592494.130704,34680,12,C6 8D 05 43 FB F2 6F 42 86 6B D7 42
1788592494.141233,34680,12,E3 C5 F6 42 C6 45 71 42 40 B1 DB 42
1788592494.151680,34680,12,C4 FB F0 42 37 24 8A 42 17 4B DD 42
1788592494.162099,34680,12,99 5B E4 42 95 B8 91 42 B1 CA E1 42
1788592494.172650,34680,12,45 8E E1 42 96 AA 91 42 91 B2 E2 42
1788592494.183070,34680,12,C8 05 DE 42 97 71 98 42 E6 96 DE 42
1788592494.193462,34680,12,6E BE CC 42 98 F2 A0 42 9B 2B E2 42
1788592494.203899,34680,12,CE 39 BA 42 18 99 A1 42 59 17 E6 42
1788592494.214450,34680,12,7D F4 BD 42 4D 68 A0 42 67 2E E2 42
1788592494.225108,34680,12,1C ED B5 42 3D 8F 8F 42 37 DD EE 42
1788592494.235925,34680,12,9C 24 A3 42 59 AD 91 42 4C 3C EB 42
1788592494.246502,34680,12,06 DB 96 42 E3 30 88 42 A4 B7 E9 42
1788592494.257115,34680,12,8B 55 8F 42 9E 26 75 42 E4 10 97 41
1788592494.268003,34680,12,25 8D 85 42 EC 23 64 42 61 E2 AF 41
1788592494.278504,34680,12,62 C1 82 42 8C 16 44 42 CC 37 B6 41
1788592494.288914,34680,12,9B 7D 80 42 43 B9 39 42 84 28 AD 41
1788592494.299369,34680,12,F0 2B 5B 42 51 DB 16 42 4C D5 C3 41
1788592494.310322,34680,12,73 6A 6C 42 C7 6B 00 42 49 1B D4 41
1788592494.320835,34680,12,B1 C6 68 42 07 EA EF 41 69 FC D3 41
1788592494.336812,34680,12,12 AD 4E 42 4E 80 E0 41 91 C4 D5 41
1788592494.347361,34680,12,D9 E0 4F 42 4F 22 B6 41 28 07 CB 41
1788592494.357880,34680,12,42 2E 3E 42 22 FC A0 41 2A 90 DE 41
1788592494.368553,34680,12,EF 41 3A 42 C7 95 9E 41 15 8F EF 41
1788592494.379157,34680,12,65 83 3D 42 D7 03 A6 41 8C 8D F8 41
1788592494.390003,34680,12,F2 93 44 42 9C 6B 9E 41 39 F4 0C 42
1788592494.400820,34680,12,6F A3 44 42 BC F9 B2 41 9B B6 F8 41
1788592494.411513,34680,12,29 08 48 42 AE 2C ED 41 A2 1B 00 42
1788592494.422042,34680,12,A9 3E 68 42 16 C7 FD 41 18 8E 10 42
1788592494.432462,34680,12,80 83 6B 42 DA 07 2A 42 ED 29 0D 42
1788592494.442923,34680,12,B8 A5 75 42 0C 82 35 42 C3 0A 25 42
1788592494.453463,34680,12,59 94 88 42 54 09 43 42 73 97 0D 42
1788592494.464035,34680,12,B5 07 8B 42 70 AA 5F 42 50 C6 17 42
1788592494.478008,34680,12,93 EF 92 42 75 48 7B 42 D2 A5 1C 42
1788592494.488512,34680,12,1C 77 96 42 98 74 87 42 C5 87 24 42
1788592494.498967,34680,12,32 5B A9 42 5C 3A 8F 42 04 18 2B 42
1788592494.509426,34680,12,88 F7 A5 42 BD 42 98 42 91 CD 3B 42
1788592494.519889,34680,12,20 02 B8 42 AE 78 9D 42 87 6B 27 42
1788592494.530374,34680,12,A1 AF B9 42 77 0A 9C 42 B7 06 34 42
1788592494.540881,34680,12,FD 74 C8 42 48 01 A6 42 3F 17 3B 42
1788592494.551393,34680,12,29 C6 D5 42 36 77 9C 42 78 5A 46 42
1788592494.561976,34680,12,19 CD D6 42 8E 6E 9C 42 9F C6 3F 42
1788592494.572591,34680,12,BE 19 E7 42 A5 EE 96 42 8E 5C 44 42
1788592494.583058,34680,12,4C 33 F3 42 DC 57 88 42 5E 0C 40 42
1788592494.593532,34680,12,04 31 FA 42 9E 4D 78 42 DA 3D 37 42
1788592494.604086,34680,12,C4 1D 01 43 8E A0 72 42 1C A7 51 42
1788592494.615154,34680,12,5C 80 03 43 FD 61 51 42 F4 A5 43 42
1788592494.625634,34680,12,94 7C 0A 43 2B F4 3E 42 6A 09 50 42
1788592494.636118,34680,12,F2 79 0B 43 AE 50 23 42 A7 D5 62 42
1788592494.646528,34680,12,C6 FD 10 43 09 2C 0E 42 B8 67 61 42
1788592494.656808,34680,12,7F 6E 0F 43 B1 68 F1 41 59 6A 54 42
1788592494.667172,34680,12,AD 6C 14 43 1E 7E D3 41 AA 07 6E 42
1788592494.677610,34680,12,FC 53 13 43 1C 0D BD 41 5D 8A 69 42
1788592494.688107,34680,12,BB FB 16 43 CC BE 96 41 4D CA 78 42
1788592494.698800,34680,12,81 0A 18 43 84 80 A9 41 29 AA 71 42
1788592494.709472,34680,12,E2 95 14 43 C4 4E 8C 41 0F A4 7A 42
1788592494.723535,34680,12,E0 06 14 43 8E 63 9E 41 EE DE 80 42
1788592494.734420,34680,12,C0 E8 10 43 A7 36 A1 41 CE 5A 7E 42
1788592494.744951,34680,12,A5 99 11 43 B3 07 FB 41 80 47 7C 42
1788592494.755473,34680,12,7C 5C 10 43 97 DA 04 42 F1 D2 81 42
1788592494.765983,34680,12,0A F6 0B 43 45 19 08 42 6E 2B 83 42
1788592494.776546,34680,12,78 F4 0D 43 74 75 21 42 10 99 8A 42
1788592494.787098,34680,12,DA 4C 07 43 3D 5F 4A 42 77 7D 88 42
1788592494.797652,34680,12,7D 68 05 43 82 48 5C 42 2F EB 8B 42
1788592494.808244,34680,12,E1 5C 00 43 B9 04 6F 42 33 3D 94 42
1788592494.818726,34680,12,A0 AA F3 42 37 51 75 42 1C A1 8B 42
1788592494.829345,34680,12,79 18 F1 42 AB 4A 8E 42 3E F1 90 42
1788592494.840168,34680,12,DB F6 DF 42 57 1B 8E 42 C3 DD 94 42
1788592494.850772,34680,12,0C 26 DC 42 9F DD A6 42 72 8B 96 42
1788592494.861707,34680,12,4C 40 C8 42 AE F2 9F 42 5B F1 9B 42
1788592494.872353,34680,12,3D DB CC 42 F4 79 A2 42 E0 E7 9B 42
1788592494.882833,34680,12,A5 12 BD 42 65 D0 9F 42 30 EB 9B 42
1788592494.893356,34680,12,F2 65 B0 42 64 13 9E 42 13 A0 99 42
1788592494.903848,34680,12,25 E3 AD 42 EC C3 96 42 DA FB 9F 42
1788592494.914512,34680,12,AC AF A0 42 DC 48 8F 42 55 DD 9F 42
1788592494.925039,34680,12,02 E9 98 42 51 D3 86 42 DB 7F A5 42
1788592494.936262,34680,12,52 A0 8F 42 85 8A 79 42 BE 51 A2 42
1788592494.946998,34680,12,49 CC 81 42 71 FE 53 42 F6 03 A9 42
1788592494.959670,34680,12,E1 2D 8D 42 A8 B1 26 42 94 6A A7 42
1788592494.970556,34680,12,22 FB 6B 42 8B A4 2C 42 29 4A B8 42
1788592494.981104,34680,12,E4 F8 6D 42 66 A8 18 42 AF 78 B6 42
1788592494.997108,34680,12,EF D1 57 42 54 20 0B 42 82 BC B6 42
1788592495.007533,34680,12,D7 DE 58 42 84 4C E7 41 3C 4A B8 42
1788592495.017954,34680,12,1E EF 4E 42 09 08 C2 41 0E EF B5 42
1788592495.028571,34680,12,94 CE 4E 42 15 01 9A 41 7B 2C B4 42
1788592495.039125,34680,12,EF BC 4C 42 64 9C 95 41 9E 47 BC 42
1788592495.049749,34680,12,BB F7 50 42 AE D9 96 41 D8 24 BA 42
1788592495.061141,34680,12,0F 1E 3F 42 51 24 A3 41 17 FD B6 42
1788592495.071797,34680,12,5F 37 45 42 0D 64 BE 41 18 57 BB 42
1788592495.082393,34680,12,6E C8 5A 42 91 33 DA 41 B3 CC BF 42
1788592495.093064,34680,12,34 66 68 42 0E 45 F3 41 95 0E C3 42
1788592495.103709,34680,12,71 A3 66 42 F3 6D 08 42 80 87 C4 42
1788592495.115366,34680,12,6A 43 78 42 16 6A 24 42 14 A6 C5 42
1788592495.136203,34680,12,CD 56 74 42 E4 AD 44 42 7A 68 C7 42
1788592495.147112,34680,12,13 F8 89 42 10 0D 4B 42 F7 1A CC 42
1788592495.157735,34680,12,78 5D 8D 42 43 AD 73 42 55 71 CE 42
1788592495.168321,34680,12,EC EB 96 42 D1 AE 7E 42 DF 82 D4 42
1788592495.179436,34680,12,B3 DC 9D 42 77 1F 8F 42 81 A8 CA 42
1788592495.190018,34680,12,9C 70 A3 42 04 C6 8A 42 A8 BF DC 42
1788592495.200546,34680,12,1C 62 AE 42 D9 89 97 42 08 12 D0 42
1788592495.211059,34680,12,DD 9C B9 42 8F 72 9B 42 6B B3 D4 42
1788592495.221543,34680,12,7E CD BF 42 47 B6 9F 42 3A 8A D7 42
1788592495.232048,34680,12,30 80 C7 42 68 DA A5 42 4B F3 DC 42
1788592495.242979,34680,12,9F 2C D2 42 5D F2 9A 42 77 9F E1 42
1788592495.253934,34680,12,3C 1E DB 42 56 D4 9D 42 3D 83 E0 42
1788592495.264456,34680,12,2B D1 E7 42 B0 6A 96 42 E9 C5 E3 42
1788592495.275059,34680,12,05 F9 E4 42 73 39 88 42 4A 4D E3 42
1788592495.285627,34680,12,6F 35 FB 42 81 48 84 42 3D 54 DD 42
1788592495.296240,34680,12,73 74 00 43 30 1B 75 42 79 15 E8 42
1788592495.306795,34680,12,8F 15 07 43 C3 D1 59 42 C9 4E EF 42
1788592495.317451,34680,12,A0 29 0B 43 05 C2 43 42 52 06 EA 42
1788592495.328107,34680,12,F4 62 0C 43 90 00 18 42 26 13 E7 42
1788592495.338948,34680,12,45 A9 0E 43 EF 10 21 42 E1 B1 EF 42
1788592495.349614,34680,12,CB 05 12 43 27 4B DA 41 AC 33 B2 41
1788592495.360240,34680,12,4E 30 12 43 27 BB CB 41 2F 68 98 41
1788592495.370792,34680,12,6A B2 12 43 1B D8 CA 41 BE BC AE 41
1788592495.381563,34680,12,22 23 16 43 0E 48 9B 41 5D 94 BB 41
1788592495.392169,34680,12,CE 5A 14 43 6C 5D 99 41 5C 24 D0 41
1788592495.402713,34680,12,21 02 16 43 7E 32 A1 41 3D 8B D7 41
1788592495.413594,34680,12,09 7A 14 43 1C 76 B0 41 29 0F D3 41
1788592495.425534,34680,12,03 88 14 43 0C FF D4 41 C7 34 DD 41
1788592495.436635,34680,12,14 20 13 43 1F F1 CD 41 AB B3 E4 41
1788592495.447139,34680,12,8A 24 10 43 AA 47 12 42 F3 B7 DE 41
1788592495.457660,34680,12,83 72 0D 43 0B BE 1C 42 D6 DC F8 41
1788592495.468151,34680,12,21 D5 09 43 96 2D 33 42 1B CC F8 41
1788592495.478881,34680,12,6D 8B 07 43 48 DC 4C 42 2B D8 03 42
1788592495.489461,34680,12,E9 30 05 43 6F 0D 5E 42 AD 50 03 42
1788592495.499950,34680,12,6D B0 01 43 18 AC 73 42 45 AC ED 41
1788592495.510531,34680,12,CA 61 F9 42 A8 CF 80 42 7F D1 14 42
1788592495.521096,34680,12,C0 65 F5 42 D1 AF 96 42 C3 51 10 42
1788592495.532347,34680,12,A6 4D E4 42 22 58 98 42 B9 27 17 42
1788592495.542856,34680,12,93 C3 D7 42 E8 90 94 42 05 DF 0B 42
1788592495.559639,34680,12,BE 80 D1 42 90 46 A0 42 B6 08 1D 42
1788592495.570136,34680,12,65 B9 C3 42 7F 52 AB 42 7B 79 2F 42
1788592495.580664,34680,12,91 D5 BD 42 EA 77 9F 42 7F 93 11 42
1788592495.591745,34680,12,40 67 B3 42 50 04 98 42 17 2D 26 42
1788592495.603040,34680,12,BF 14 A6 42 47 57 95 42 4F 4E 2A 42
1788592495.613712,34680,12,B9 71 9D 42 C0 ED 89 42 70 6C 32 42
1788592495.625580,34680,12,F1 B9 91 42 76 4B 84 42 1E 1C 34 42
1788592495.636251,34680,12,79 FF 8F 42 E0 75 6F 42 C9 D8 38 42
1788592495.646887,34680,12,E3 E5 86 42 CD 7D 64 42 1E 86 45 42
1788592495.658084,34680,12,74 85 86 42 AF 58 4B 42 15 46 35 42
1788592495.668666,34680,12,AA 08 7C 42 7A B4 2D 42 ED D2 41 42
1788592495.679678,34680,12,3D EE 6E 42 8F A6 14 42 D3 61 46 42
1788592495.690258,34680,12,87 B8 60 42 4C 9A F7 41 ED 4D 5E 42
1788592495.700734,34680,12,6C F8 59 42 38 2C C9 41 9A EF 47 42
1788592495.711274,34680,12,9D 95 58 42 86 20 C6 41 D0 B6 52 42
1788592495.722018,34680,12,DF 22 4E 42 DE 02 90 41 2F D5 6A 42
1788592495.732719,34680,12,50 9D 58 42 D1 84 93 41 B3 A3 52 42
1788592495.743374,34680,12,03 B3 52 42 1D FF B0 41 57 E3 4D 42
1788592495.753900,34680,12,FE C6 43 42 E4 87 B3 41 24 21 70 42
1788592495.764478,34680,12,D9 EF 53 42 AC A8 98 41 36 15 61 42
1788592495.778223,34680,12,29 0B 55 42 34 73 D6 41 D2 1A 6F 42
1788592495.788775,34680,12,96 C8 4D 42 43 A5 FB 41 E6 48 72 42
1788592495.799378,34680,12,94 17 66 42 C9 12 13 42 F7 CB 6E 42
1788592495.809836,34680,12,7D 42 6D 42 90 93 26 42 14 81 6F 42
1788592495.821005,34680,12,23 87 70 42 C7 40 37 42 A4 3A 76 42
1788592495.831478,34680,12,1B F1 83 42 A7 7A 56 42 A3 EF 86 42
1788592495.842095,34680,12,D9 95 8D 42 06 78 75 42 9B 66 86 42
1788592495.852657,34680,12,ED E7 94 42 A3 D0 83 42 4B E3 81 42
1788592495.863201,34680,12,D3 E1 A1 42 E9 C9 87 42 86 AE 7C 42
1788592495.873707,34680,12,55 43 A7 42 E2 12 90 42 43 CD 85 42
1788592495.884227,34680,12,34 8B AD 42 E8 57 97 42 38 A5 89 42
1788592495.894757,34680,12,57 D5 B8 42 55 03 9E 42 5B 57 90 42
1788592495.905275,34680,12,91 1A C2 42 0E F5 9A 42 52 3C 81 42
1788592495.915717,34680,12,E3 AE D1 42 FA AA 9C 42 0D C6 8C 42
1788592495.926209,34680,12,66 D3 DA 42 61 E5 A1 42 7C 4C 91 42
1788592495.936756,34680,12,F0 CF E0 42 C9 65 94 42 67 4A 93 42
1788592495.947499,34680,12,B2 9A DF 42 B8 18 90 42 F6 73 94 42
1788592495.958111,34680,12,C7 23 EC 42 3D B3 84 42 C5 E1 93 42
1788592495.968741,34680,12,C8 C5 F6 42 CA 56 7B 42 2C AF 9B 42
1788592495.979199,34680,12,54 59 03 43 ED C0 61 42 0C 53 A0 42
1788592495.990268,34680,12,53 73 06 43 52 81 49 42 7F 0B 9D 42
1788592496.001141,34680,12,7B 21 09 43 92 5E 3A 42 62 98 9D 42
1788592496.012883,34680,12,5E 93 09 43 42 35 18 42 B8 50 A2 42
1788592496.023587,34680,12,51 C5 0E 43 96 67 12 42 46 F6 A3 42
1788592496.034282,34680,12,17 67 10 43 99 8D 01 42 78 3A AA 42
1788592496.044805,34680,12,43 C3 10 43 22 CC C5 41 16 09 A8 42
1788592496.055334,34680,12,0F F8 14 43 66 08 CA 41 FD 1B AD 42
1788592496.066039,34680,12,AE 15 15 43 DF 82 A2 41 07 01 AF 42
1788592496.076826,34680,12,E0 F3 14 43 D3 A1 C4 41 7D 88 B3 42
1788592496.087402,34680,12,0C F4 17 43 27 00 B5 41 37 38 AC 42
1788592496.097886,34680,12,A2 85 17 43 9D E0 BF 41 85 6A B0 42
1788592496.108600,34680,12,34 18 15 43 54 0B D0 41 C3 59 B5 42
1788592496.119576,34680,12,FC 64 12 43 90 4A BE 41 59 45 B4 42
1788592496.130377,34680,12,88 42 0F 43 6C AC 08 42 20 38 BB 42
1788592496.140981,34680,12,32 3A 0D 43 34 E9 17 42 BF 8D C0 42
1788592496.151564,34680,12,A6 97 0B 43 95 81 34 42 03 D5 BA 42
1788592496.162121,34680,12,DB BF 06 43 E5 3C 5A 42 4E BC B8 42
1788592496.172852,34680,12,1C A1 FD 42 46 6D 59 42 11 5B BA 42
1788592496.183434,34680,12,91 81 FB 42 31 A6 6E 42 71 54 C6 42
1788592496.193994,34680,12,2E F2 F0 42 0A E5 86 42 4A D9 C8 42
1788592496.204496,34680,12,4E B6 EE 42 00 01 90 42 13 29 CE 42
1788592496.215272,34680,12,D5 32 E3 42 26 AF 96 42 9E 4D CA 42
1788592496.225770,34680,12,D3 4B DB 42 29 80 9D 42 09 07 CC 42
1788592496.236488,34680,12,D8 B8 D4 42 75 F1 9E 42 64 97 C8 42
1788592496.250371,34680,12,E1 60 BF 42 61 A5 A5 42 71 43 CD 42
1788592496.260993,34680,12,7F EC BF 42 73 F9 9A 42 AE 2A CF 42
1788592496.272297,34680,12,CE 4F B1 42 7B DB 9C 42 CD D0 D9 42
1788592496.283030,34680,12,AF 04 AA 42 0A EE 8E 42 66 88 D7 42
1788592496.293820,34680,12,D1 D3 A4 42 C8 79 84 42 5C 8B DB 42
1788592496.304752,34680,12,3A C8 94 42 A4 56 84 42 EF C2 D7 42
1788592496.315298,34680,12,BB 96 8E 42 E8 7F 75 42 9C BC D4 42
1788592496.325969,34680,12,8D 1C 8D 42 B7 D9 5B 42 3E 28 DD 42
1788592496.336741,34680,12,1C D1 77 42 9B 62 43 42 F1 E3 DF 42
1788592496.347317,34680,12,78 79 6E 42 24 0A 1F 42 42 52 DA 42
1788592496.357829,34680,12,38 DA 63 42 B9 F9 0A 42 5C 47 E5 42
1788592496.368308,34680,12,52 83 66 42 B9 06 FE 41 54 00 E2 42
1788592496.378973,34680,12,9F FF 55 42 3B E1 BF 41 8C 79 E0 42
1788592496.389899,34680,12,56 70 56 42 87 73 BF 41 00 A7 EA 42
1788592496.400561,34680,12,1E 1F 4E 42 63 0E B8 41 B9 53 EB 42
1788592496.411253,34680,12,E2 E6 44 42 C8 3A B8 41 D9 48 ED 42
1788592496.421806,34680,12,18 65 3A 42 D3 1F 95 41 27 20 F3 42
1788592496.432333,34680,12,A1 19 57 42 AE E1 AC 41 C1 CD 9D 41
1788592496.442794,34680,12,B5 EA 55 42 42 3F C6 41 04 07 B3 41
1788592496.453435,34680,12,BA D5 64 42 DA 5F E6 41 14 72 A9 41
1788592496.463967,34680,12,D3 8C 55 42 ED E4 FA 41 24 D0 A7 41
1788592496.475734,34680,12,DB FB 68 42 CF 2B 13 42 9D 0B BD 41
1788592496.499355,34680,12,82 DE 69 42 D8 24 24 42 09 A7 C1 41
1788592496.516897,34680,12,86 C2 81 42 02 DF 4A 42 0C 7E E7 41
1788592496.527776,34680,12,F7 9D 86 42 27 9E 5A 42 34 C5 F1 41
1788592496.538273,34680,12,DF 9E 8A 42 08 46 6E 42 E7 66 F7 41
1788592496.548794,34680,12,AD 9F 9D 42 E8 49 82 42 EA F0 EE 41
1788592496.559338,34680,12,70 EC A0 42 5E 6A 89 42 E1 87 C7 41
1788592496.569906,34680,12,ED 5F A9 42 28 14 91 42 F8 CA E1 41
1788592496.580547,34680,12,D6 06 B3 42 60 42 A2 42 C4 B8 FB 41
1788592496.591110,34680,12,90 70 BF 42 AF E8 A3 42 6B 85 0C 42
1788592496.601638,34680,12,27 8F C6 42 91 57 A3 42 6B 07 0E 42
1788592496.612140,34680,12,CE C6 CD 42 83 66 9A 42 01 8C 0D 42
1788592496.623252,34680,12,DD DB D4 42 00 09 97 42 77 AF 15 42
1788592496.633807,34680,12,A3 C3 DB 42 6D 73 9A 42 4C C2 0A 42
1788592496.644293,34680,12,4C 2F EC 42 52 A4 8D 42 D5 AE 14 42
1788592496.654844,34680,12,80 DF F8 42 78 19 86 42 DA 61 1A 42
1788592496.665349,34680,12,61 B4 FF 42 BE 2D 6E 42 B9 A4 25 42
1788592496.675787,34680,12,01 EF 01 43 E9 47 5F 42 79 89 26 42
1788592496.686355,34680,12,14 3D 0A 43 B9 60 52 42 52 FC 26 42
1788592496.699867,34680,12,0B 05 0A 43 F9 8D 2C 42 C0 AA 32 42
1788592496.714521,34680,12,CE 27 0E 43 E1 90 2D 42 0A F8 23 42
1788592496.725061,34680,12,70 BA 11 43 9F BB 07 42 FA 0A 2A 42
1788592496.736191,34680,12,DE 23 13 43 5C A8 E4 41 C8 1C 32 42
1788592496.746762,34680,12,5B 5D 0F 43 CE 0E BA 41 79 1C 40 42
1788592496.757312,34680,12,99 CB 15 43 32 BC 91 41 77 B9 43 42
1788592496.770118,34680,12,E2 E2 12 43 08 75 A8 41 26 2C 3E 42
1788592496.780611,34680,12,7F D8 13 43 CC 2D A0 41 90 3E 46 42
1788592496.791093,34680,12,AD 93 13 43 25 A4 B0 41 7B 06 5A 42
1788592496.801581,34680,12,B7 78 16 43 BE 8A B0 41 42 21 54 42
1788592496.812851,34680,12,E6 F6 11 43 E6 77 C5 41 4A 1C 4B 42
1788592496.823310,34680,12,9D 97 12 43 27 AD 01 42 62 C3 4D 42
